location,city,price,area_sqft,bhk,price_per_sqft,wealth_buying,wealth_renting,decision
ATS Rhapsody,noida,21600000.0,1205.0,4,12021.0,9858619.21,30985579.5,RENTING is financially better
ATS Homekraft Happy Trails,noida,20000000.0,1625.0,4,12308.0,9128351.12,25499731.34,RENTING is financially better
VRSA The Ultima Heights,noida,6160000.0,1100.0,4,5595.0,2811532.15,11044321.7,RENTING is financially better
M3M The Cullinan,noida,71900000.0,3270.0,5,22000.0,32816422.28,82276742.14,RENTING is financially better
Sam Palm Olympia,noida,12600000.0,1232.0,5,10246.0,5750861.21,18661812.21,RENTING is financially better
Amrapali Silicon City,noida,14200000.0,1420.0,4,10000.0,6481129.3,19322676.34,RENTING is financially better
Godrej Jardinia,noida,48000000.0,2800.0,2,17146.0,21908042.69,53849132.0,RENTING is financially better
Greatvalue Sharanam,noida,13500000.0,753.0,1,11853.0,6161637.01,23674024.28,RENTING is financially better
Ivory County,noida,31500000.0,1650.0,2,15487.0,14377153.02,40774585.5,RENTING is financially better
Ivory County,noida,31000000.0,2304.0,4,13455.0,14148944.24,34911803.35,RENTING is financially better
Supertech Supernova,noida,18500000.0,1200.0,3,13396.0,8443724.79,26854208.68,RENTING is financially better
3C Lotus Panache,noida,18500000.0,1720.0,3,10756.0,8443724.79,22727577.6,RENTING is financially better
Ivory County,noida,82500000.0,4707.0,4,17527.0,37654448.37,85135255.78,RENTING is financially better
Saket Dham,noida,22100000.0,1650.0,5,12629.0,10086827.99,28126885.6,RENTING is financially better
Godrej Riverine,noida,68200000.0,3000.0,5,22745.0,31127677.32,79441066.0,RENTING is financially better
Godrej Tropical Isle,noida,40000000.0,1900.0,4,16000.0,18256702.24,50227378.17,RENTING is financially better
Sector 19 RWA,noida,51500000.0,2000.0,3,25750.0,23505504.14,64907045.15,RENTING is financially better
Future Estate,noida,13700000.000000002,833.0,1,9149.0,6252920.52,23308257.96,RENTING is financially better
Ace Starlit,noida,39000000.0,1185.0,2,22034.0,17800284.69,54555995.9,RENTING is financially better
Mahagun Medalleo,noida,42900000.0,1313.0,2,17195.0,19580313.15,58787659.75,RENTING is financially better
Experion Windchants,gurgaon,59900000.0,3500.0,2,16119.0,27339411.61,64305501.59,RENTING is financially better
Conscient Heritage Max,gurgaon,26200000.0,1942.0,2,13495.0,11958139.97,31326173.49,RENTING is financially better
Ashiana Amarah,gurgaon,21400000.0,1000.0,4,21400.0,9767335.7,32343324.44,RENTING is financially better
Satya Levante Residences,gurgaon,30800000.0,2240.0,2,13750.0,14057660.73,35150596.41,RENTING is financially better
Smart World Gems,gurgaon,12500000.0,1105.0,5,10460.0,5705219.45,19535112.49,RENTING is financially better
Emaar Amaris,gurgaon,31400000.0,1500.0,3,20991.0,14331511.26,41830409.85,RENTING is financially better
M3M Antalya Hills Phase II,gurgaon,21700000.0,1450.0,2,14988.0,9904260.97,29175851.4,RENTING is financially better
Emaar Imperial Gardens,gurgaon,24100000.0,2000.0,2,12099.0,10999663.1,28040345.43,RENTING is financially better
Bestech Altura,gurgaon,27700000.0,1405.0,4,12890.0,12642766.3,37605963.64,RENTING is financially better
Experion Windchants,gurgaon,62500000.0,3550.0,5,16779.0,28526097.25,67407010.12,RENTING is financially better
Group Silverglades The Melia,gurgaon,17400000.0,1205.0,4,9464.0,7941665.48,25334479.54,RENTING is financially better
Luxury Floors,gurgaon,34500000.0,2250.0,3,15333.0,15746405.68,40049588.08,RENTING is financially better
Sobha City,gurgaon,34200000.0,1711.0,3,20029.0,15609480.42,43923349.9,RENTING is financially better
SS Cendana,gurgaon,22100000.0,1211.0,2,18249.38067712634,10086827.99,31610714.52,RENTING is financially better
Emaar Serenity Hills,gurgaon,38800000.0,1219.0,5,25244.0,17709001.17,54017077.72,RENTING is financially better
Birla Pravaah,gurgaon,33900000.0,1900.0,5,17842.0,15472555.15,42019828.23,RENTING is financially better
DLF Park Place,gurgaon,79300000.0,2282.0,5,34763.0,36193912.2,100074041.1,RENTING is financially better
M3M Capital,gurgaon,27600000.0,1700.0,4,16235.0,12597124.55,35130344.09,RENTING is financially better
Krisumi Waterside Residences,gurgaon,44800000.00000001,1964.0,5,22816.0,20447506.51,56177885.06,RENTING is financially better
Emaar Serenity Hills,gurgaon,38800000.0,1219.0,4,25244.0,17709001.17,54017077.72,RENTING is financially better
Hercules Grace Resilviaa,gurgaon,20600000.0,1587.0,5,12980.0,9402201.65,26608592.84,RENTING is financially better
Ashiana Amarah Phase 5,gurgaon,27000000.0,1205.0,3,22406.639004149376,12323274.01,38251279.44,RENTING is financially better
Signature Global City 37D,gurgaon,21200000.0,1000.0,5,15537.0,9676052.19,32074224.44,RENTING is financially better
Whiteland Urban Resort,gurgaon,64300000.0,2809.0,4,22900.0,29347648.85,75709359.37,RENTING is financially better
Signature Global DE LUXE DXP,gurgaon,39300000.0,2622.0,2,15001.0,17937209.95,43555859.65,RENTING is financially better
Ireo The Corridors,gurgaon,27500000.0,1484.0,5,18531.0,12551482.79,36709933.15,RENTING is financially better
Emaar Serenity Hills,gurgaon,38800000.0,1219.0,4,25244.0,17709001.17,54017077.72,RENTING is financially better
Ireo The Corridors,gurgaon,24000000.0,1296.0,5,18519.0,10954021.35,33492619.04,RENTING is financially better
MRG Crown,gurgaon,28000000.0,1593.0,4,17577.0,12779691.57,36517677.79,RENTING is financially better
Estate 360,gurgaon,56800000.0,2844.0,2,19997.0,25924517.18,65340355.44,RENTING is financially better
DLF The Crest,gurgaon,141800000.0,2250.0,4,54557.0,64720009.45,184421736.99,RENTING is financially better
Ashiana Aaroham,gurgaon,33800000.0,1259.0,5,26846.703733121525,15426913.39,46972144.61,RENTING is financially better
Godrej Meridien,gurgaon,31000000.0,1226.0,2,15485.0,14148944.24,43466626.99,RENTING is financially better
Ashiana Amarah,gurgaon,21400000.0,1000.0,3,21400.0,9767335.7,32343324.44,RENTING is financially better
Ireo The Corridors,gurgaon,31900000.0,1727.0,2,18471.0,14559720.04,40701726.66,RENTING is financially better
M3M Marina,gurgaon,23400000.0,1914.0,2,12258.0,10680170.81,27780976.73,RENTING is financially better
Emaar Serenity Hills,gurgaon,38800000.0,1219.0,4,25244.0,17709001.17,54017077.72,RENTING is financially better
Bestech Altura,gurgaon,27700000.0,1405.0,5,12890.0,12642766.3,37605963.64,RENTING is financially better
Ashiana Anmol Phase 3,gurgaon,18600000.0,1180.0,5,10473.0,8489366.54,27147475.25,RENTING is financially better
Signature Global Daxin Vistas,gurgaon,19700000.0,1550.0,5,12710.0,8991425.85,25691268.52,RENTING is financially better
Adani Samsara,gurgaon,34900000.0,1850.0,2,18865.0,15928972.71,43762119.67,RENTING is financially better
Altura at DXP 92,gurgaon,22800000.0,1906.0,3,11990.0,10406320.28,27037163.37,RENTING is financially better
Ashiana Aaroham,gurgaon,29900000.000000004,1057.0,3,28287.6064333018,13646884.93,43327732.1,RENTING is financially better
Ashiana Anmol Phase 3,gurgaon,19000000.0,1180.0,5,10740.0,8671933.57,27685675.25,RENTING is financially better
Ashiana Anmol,gurgaon,13500000.0,1205.0,4,11203.0,6161637.01,20087029.58,RENTING is financially better
Lucky Heights 4 and 5,jaipur,13100000.0,1756.0,5,7501.0,5979069.98,15176187.81,RENTING is financially better
Lucky Heights 4 and 5,jaipur,13100000.0,1756.0,5,7501.0,5979069.98,15176187.81,RENTING is financially better
Shubhashish Marina,jaipur,12600000.0,2123.0,5,5935.0,5750861.21,11590988.58,RENTING is financially better
Ashiana Rangoli Gardens,jaipur,9290000.0,1480.0,3,6278.0,4240119.1,12240121.65,RENTING is financially better
Shri Balaji Heights V,jaipur,7470000.0,1017.0,4,4415.0,3409439.14,13465600.49,RENTING is financially better
Floresta By Reliant Group,jaipur,10000000.0,1752.0,5,5750.0,4564175.56,11036881.16,RENTING is financially better
Jewel By Samurai,jaipur,58300000.0,5559.0,5,10500.0,26609143.52,45812829.73,RENTING is financially better
Chordias Gulmohar Heights,jaipur,10700000.0,1793.0,5,6000.0,4883667.85,11653362.17,RENTING is financially better
Aashish Central Park,jaipur,57600000.0,4120.0,4,14000.0,26289651.23,56290637.64,RENTING is financially better
Aashish Central Park,jaipur,57600000.0,4120.0,3,14000.0,26289651.23,56290637.64,RENTING is financially better
Shree Balaji Green Heights,jaipur,12200000.0,1047.0,4,6500.0,5568294.18,19591740.57,RENTING is financially better
Manglam Rambagh,jaipur,18300000.0,2821.0,2,6500.0,8352441.28,13721129.89,RENTING is financially better
Sankalp The Index,jaipur,13000000.0,1100.0,5,7000.0,5933428.23,20247541.63,RENTING is financially better
Parth Aangan,jaipur,15900000.0,2128.0,2,7500.0,7257039.14,15991459.4,RENTING is financially better
Vardhman Eminara,jaipur,15700000.0,2194.0,3,7200.0,7165755.63,15198594.69,RENTING is financially better
Shubhashish Marina,jaipur,12600000.0,2123.0,3,5935.0,5750861.21,11590988.58,RENTING is financially better
Jai Sharde Raghav Heights,jaipur,7800000.0,1435.0,2,5436.0,3560056.94,10592438.97,RENTING is financially better
Mahimas Sansaar Phase I,jaipur,7480000.0,1662.0,2,4503.0,3414003.32,8360445.8,RENTING is financially better
Vivanta Chordias Eraya,jaipur,11800000.0,1829.0,2,6500.0,5385727.16,12847722.31,RENTING is financially better
Nature Homes Amaltas,jaipur,12700000.0,1898.0,4,6711.0,5796502.96,13511100.1,RENTING is financially better
Vinayak Royal Crysta,jaipur,7759999.999999999,1411.0,4,5500.0,3541800.23,10729078.87,RENTING is financially better
Vatika Jaipur 21,jaipur,4500000.0,1750.0,5,2571.0,2053879.0,3652502.88,RENTING is financially better
Floresta By Reliant Group,jaipur,9640000.0,1752.0,4,5500.0,4399865.24,10552501.17,RENTING is financially better
Vardhman Eminara,jaipur,13000000.0,1741.0,5,7467.0,5933428.23,15160675.25,RENTING is financially better
Vardhman Eminara,jaipur,12500000.0,1743.0,2,7200.0,5705219.45,14472053.6,RENTING is financially better
Alliance Anand,udaipur,17000000.0,1920.0,2,8854.0,7759098.45,19122161.82,RENTING is financially better
Ghar Aangan Apna Ghar,udaipur,1900000.0,855.0,1,2222.0,867193.36,7256769.84,RENTING is financially better
Riddhi Siddhi Park,udaipur,5000000.0,1250.0,5,4000.0,2282087.78,8293167.36,RENTING is financially better
Krishnangan,udaipur,11000000.0,1965.0,4,5598.0,5020593.12,10692049.58,RENTING is financially better
Royal Imperial,udaipur,8200000.0,1270.0,4,4556.0,3742623.96,12440050.75,RENTING is financially better
Gyanesh Royal Pine,udaipur,3500000.0,880.0,1,3977.0,1597461.45,9211174.1,RENTING is financially better
Matrix Park,udaipur,8500000.0,1420.0,2,5986.0,3879549.23,11653326.4,RENTING is financially better
Archi Galaxy,udaipur,2750000.0,688.0,1,3929.0,1255148.28,9725728.28,RENTING is financially better
Riddhi Siddhi Park,udaipur,5900000.0,950.0,1,4617.0,2692863.58,11884866.05,RENTING is financially better
Mahaprabhu Harmony Harikesh,ahmedabad,21300000.0,1503.0,3,7845.0,9721693.94,28217052.46,RENTING is financially better
Enstin Evoq,ahmedabad,17700000.0,1598.0,4,6666.0,8078590.74,22619348.75,RENTING is financially better
Keshar Kadam,ahmedabad,12500000.0,1764.0,5,7095.0,5705219.45,14305401.19,RENTING is financially better
Safal Riviera Aspire,ahmedabad,16399999.999999998,1507.0,3,6000.0,7485247.92,21592359.2,RENTING is financially better
VR Reflection,ahmedabad,7259999.999999999,1750.0,4,4150.0,3313591.46,7366082.85,RENTING is financially better
Addis Ivory Orchards,ahmedabad,9000000.0,861.0,1,10452.961672473868,4107758.0,16762204.8,RENTING is financially better
The Nest,ahmedabad,16700000.0,1503.0,5,6064.0,7622173.19,22027752.51,RENTING is financially better
Safal Niwa,ahmedabad,7400000.0,862.0,1,4202.0,3377489.91,14601468.98,RENTING is financially better
Super Shaligram,ahmedabad,16000000.0,2641.0,5,6058.0,7302680.9,12054929.13,RENTING is financially better
Vandematram Rameshwar City,ahmedabad,10300000.0,1984.0,4,5200.0,4701100.83,9599418.83,RENTING is financially better
Rajshree Regalia,ahmedabad,11299999.999999998,1302.0,2,4774.0,5157518.38,16357154.19,RENTING is financially better
Riviera Bliss,ahmedabad,13300000.0,1283.0,3,5500.0,6070353.5,19198934.92,RENTING is financially better
Vandematram Rameshwar City,ahmedabad,10300000.0,1984.0,2,5200.0,4701100.83,9599418.83,RENTING is financially better
Shubham Anthem,ahmedabad,7509999.999999999,1750.0,3,4293.0,3427695.85,7702457.85,RENTING is financially better
Beverlynn Vasudha,ahmedabad,7600000.0,851.0,1,4825.0,3468773.43,14957863.1,RENTING is financially better
A Shridhar Anantara Alora,ahmedabad,15400000.0,1461.0,2,5800.0,7028830.36,20611907.34,RENTING is financially better
Rashmi Sky Scape,ahmedabad,30000000.0,4628.0,2,6500.0,13692526.68,15123436.8,RENTING is financially better
Deep Indraprasth Shivanta,ahmedabad,16200000.000000002,1320.0,2,6782.0,7393964.41,22807259.22,RENTING is financially better
LYCKA LIFE,ahmedabad,13200000.0,1890.0,3,7007.0,6024711.74,14247336.73,RENTING is financially better
Sheladia Luxuria,ahmedabad,9000000.0,1783.0,5,5048.0,4107758.0,9445370.47,RENTING is financially better
Goyal Riviera Prestige,ahmedabad,13600000.000000002,1437.0,3,5707.0,6207278.76,18380467.26,RENTING is financially better
Shyam Zircon Amora,ahmedabad,7780000.0,1845.0,5,4217.0,3550928.59,7311839.09,RENTING is financially better
Godrej Garden City,ahmedabad,6500000.0,1372.0,3,4738.0,2966714.11,9343246.21,RENTING is financially better
Vivaan Aura,ahmedabad,6120000.0,1845.0,2,3317.0,2793275.44,5078309.11,RENTING is financially better
Oeuvre Iconic,ahmedabad,25000000.0,1600.0,2,8800.0,11410438.9,32425627.02,RENTING is financially better
Shypram,ahmedabad,10000000.0,816.0,1,6734.0,4564175.56,18464817.09,RENTING is financially better
Deep Indraprasth Shivanta,ahmedabad,15600000.0,1320.0,4,6500.0,7120113.87,21999959.23,RENTING is financially better
Gala Haven,ahmedabad,13500000.0,1850.0,3,7297.0,6161637.01,14968419.89,RENTING is financially better
Amogha by Adani Realty,ahmedabad,13000000.0,826.0,1,8784.0,5933428.23,22421958.77,RENTING is financially better
Vishwanath Sun South Rayz,ahmedabad,9500000.0,865.0,1,6597.0,4335966.78,17403211.48,RENTING is financially better
Arpan Status Altezza,ahmedabad,15700000.0,1485.0,5,5850.0,7165755.63,20825097.44,RENTING is financially better
Shilp Residency,ahmedabad,13500000.0,1300.0,4,5720.0,6161637.01,19333125.83,RENTING is financially better
Orchid Valley,ahmedabad,5800000.0,780.0,1,4296.0,2647221.83,13099406.98,RENTING is financially better
RASHMI and DOBARIYA OMBRE,ahmedabad,12100000.0,1480.0,2,4600.0,5522652.43,16020976.62,RENTING is financially better
Harvi Helios,ahmedabad,9840000.0,1900.0,3,5180.0,4491148.75,9647098.47,RENTING is financially better
Shilp Residency,ahmedabad,12000000.0,2361.0,5,5100.0,5477010.67,8894961.29,RENTING is financially better
Gala Eternia,ahmedabad,15000000.0,1200.0,3,8596.0,6846263.34,22144958.71,RENTING is financially better
Resset Good Earth,ahmedabad,6590000.000000001,1710.0,4,3855.0,3007791.69,6782031.01,RENTING is financially better
Shilp Revanta,ahmedabad,6500000.0,850.0,1,4305.0,2966714.11,13485748.94,RENTING is financially better
Terranova,ahmedabad,10700000.0,1305.0,2,4556.0,4883667.85,15526046.71,RENTING is financially better
Pioneer Viona,surat,10100000.0,2108.0,4,4820.0,4609817.32,8346276.04,RENTING is financially better
Pramukh Revanta,surat,12900000.0,2525.0,2,5110.0,5887786.47,8804435.33,RENTING is financially better
Rajhans Corazo,surat,16399999.999999998,1350.0,3,6200.0,7485247.92,22838284.35,RENTING is financially better
Anand Aspire,surat,4700000.0,1265.0,2,3715.0,2145162.51,7770479.93,RENTING is financially better
Pramukh Amaya,surat,5570000.0,1311.0,3,4251.0,2542245.79,8576016.79,RENTING is financially better
AVADH SELENIC,surat,11600000.0,1980.0,5,5900.0,5294443.65,11380312.14,RENTING is financially better
Kiran Concord Towers,surat,4200000.0,725.0,1,3182.0,1916953.74,11383077.59,RENTING is financially better
Vikrant Vedant Solitaire,surat,5250000.0,902.0,1,3141.0,2396192.17,11391210.85,RENTING is financially better
Pramukh Amaya,surat,9600000.0,2111.0,5,4548.0,4381608.54,7649718.56,RENTING is financially better
Ramji Residency,surat,4800000.0,660.0,1,4000.0,2190804.27,12706206.47,RENTING is financially better
SAI NIYANTA,surat,4580000.0,709.0,1,3551.0,2090392.41,12021340.85,RENTING is financially better
Sangini Epitome,surat,11200000.000000002,1550.0,3,4751.0,5111876.63,14254518.6,RENTING is financially better
Prestige Mirana,surat,7700000.0,1750.0,3,4400.0,3514415.18,7958102.84,RENTING is financially better
Vaishnodevi Sky,surat,6200000.0,1526.0,4,4062.9095674967234,2829788.85,7717478.55,RENTING is financially better
Shreepad Panorama,surat,5500000.0,1310.0,3,4198.0,2510296.56,8489767.62,RENTING is financially better
Mangalam Heights,surat,7000000.0,1330.0,5,5263.0,3194922.89,10349301.02,RENTING is financially better
Sundaram Apartmant,surat,5000000.0,1000.0,5,4000.0,2282087.78,10277124.61,RENTING is financially better
Avadh Carolina,surat,9370000.0,1840.0,3,5092.0,4276632.5,9490863.22,RENTING is financially better
Shri Bhakti Dharm Township,surat,4900000.0,900.0,1,3500.0,2236446.02,10936157.51,RENTING is financially better
Raghuvir Saffron,surat,8300000.0,1565.0,4,5304.0,3788265.72,10233531.2,RENTING is financially better
GREEN Swapnabhoomi,surat,12000000.0,2152.0,5,5576.0,5477010.67,10553549.55,RENTING is financially better
Pramukh Amaya,surat,5800000.0,1311.0,4,4424.0,2647221.83,8885481.79,RENTING is financially better
Reshma Takshashila Heights,surat,2800000.0,1055.0,5,2654.0,1277969.16,6880554.04,RENTING is financially better
Aagam Siddhi,surat,13899999.999999998,1416.0,4,5398.0,6344204.03,18950769.66,RENTING is financially better
Millinium Resideny,surat,3600000.0,1050.0,5,3428.5714285714284,1643103.2,7996633.17,RENTING is financially better
Raghuvir Sentosa Heights,surat,7500000.0,1300.0,3,4076.0,3423131.67,11260125.89,RENTING is financially better
Galaxy Enclave,surat,6500000.0,1405.0,5,4626.0,2966714.11,9081363.85,RENTING is financially better
Rajhans Apple,surat,5200000.0,1440.0,5,3611.0,2373371.29,7054459.85,RENTING is financially better
Ravi Darshan Apartment,surat,5950000.0,1170.0,3,5085.0,2715684.46,10206258.67,RENTING is financially better
Samarth Enclave,surat,7600000.0,1860.0,4,4086.0,3468773.43,6950611.66,RENTING is financially better
Avantika Veerbhadra Heights,surat,8800000.0,2000.0,3,4000.0,4016474.49,7454195.59,RENTING is financially better
Nakshatra Nebula,surat,5600000.0,1609.0,5,3480.0,2555938.31,6251504.75,RENTING is financially better
AVADH SELENIC,surat,17000000.0,1493.0,2,6300.0,7759098.45,22510760.8,RENTING is financially better
Western Height,surat,5250000.0,1280.0,3,4102.0,2396192.17,8391467.49,RENTING is financially better
Bilvam Regency,surat,9000000.0,1050.0,2,4604.0,4107758.0,15262333.12,RENTING is financially better
Western Somchintamani,surat,9600000.0,1010.0,4,5232.0,4381608.54,16387066.27,RENTING is financially better
Santvan Lexon,surat,6500000.0,910.0,1,3937.0,2966714.11,13009599.2,RENTING is financially better
